,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Shingu Town,Kasuya County",District_Chuoekimae,District_Hanatachibana,District_Kaminofukita,District_Midorigahama,District_Minatozaka,District_Misaki,District_Morinomiya,District_Oaza Harugami,District_Oaza Kaminofu,District_Oaza Minato,District_Oaza Mishiro,District_Oaza Shimonofu,District_Oaza Shinguu,District_Oaza Tachibanaguchi,District_Sakurayamate,District_Shimonofu,District_Shinguhigashi,District_Yuusu,Nearest_Station_Fukkodaimae,Nearest_Station_Kadomatsu,Nearest_Station_Kyusandaimae,Nearest_Station_Nishitetsushingu,Nearest_Station_None,Nearest_Station_Shinguchuo,Nearest_Station_Shishibu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
