,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,Municipality_Uki City,District_Matsubasemachihigashimatsuzaki,District_Matsubasemachikirara,District_Matsubasemachikugu,District_Matsubasemachimagano,District_Matsubasemachimatsubase,District_Matsubasemachiminamitoyozaki,District_Matsubasemachinishishimogo,District_Matsubasemachiono,District_Matsubasemachiryonakama,District_Matsubasemachitakezaki,District_Matsubasemachitoyofuku,District_Matsubasemachitoyozaki,District_Matsubasemachiuchida,District_Matsubasemachiurakawachi,District_Ogawamachiegashira,District_Ogawamachigonoue,District_Ogawamachikawajiri,District_Ogawamachikitaono,District_Ogawamachikitashinden,District_Ogawamachiminamibeta,District_Ogawamachinakaono,District_Ogawamachinishikitaogawa,District_Ogawamachiogawa,District_Ogawamachishinden,District_Ogawamachishindende,District_Ogawamachisumiyoshi,District_Shiranuhimachieinoo,District_Shiranuhimachigoryo,District_Shiranuhimachikamematsu,District_Shiranuhimachikashiwabara,District_Shiranuhimachikora,Nearest_Station_Matsubase,Nearest_Station_Ogawa (Kumamoto),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
