,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Totsuka Ward,Yokohama City",District_Akibacho,District_Fukayacho,District_Gumizawa,District_Gumizawacho,District_Harajuku,District_Higashimatanocho,District_Hirado,District_Hiradocho,District_Kagetoricho,District_Kamikashiocho,District_Kamikuratacho,District_Kamishinano,District_Kamiyabecho,District_Kashiocho,District_Kawakamicho,District_Kosuzumecho,District_Maedacho,District_Maiokacho,District_Matanocho,District_Minamimaioka,District_Nasecho,District_Shimokuratacho,District_Shinanocho,District_Torigaoka,District_Totsukacho,District_Yabecho,District_Yoshidacho,Nearest_Station_Fujisawa,Nearest_Station_Higashitotsuka,Nearest_Station_Hongodai,Nearest_Station_Izumino,Nearest_Station_Maioka,Nearest_Station_Mutsuainichidaimae,Nearest_Station_Nakada (Kanagawa),Nearest_Station_Odoriba,Nearest_Station_Ofuna,Nearest_Station_Ryokuentoshi,Nearest_Station_Shimoiida,Nearest_Station_Shimonagaya,Nearest_Station_Shonandai,Nearest_Station_Tateba,Nearest_Station_Totsuka,Nearest_Station_Yayoidai,Nearest_Station_Yumegaoka,Nearest_Station_Zengyo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
