,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shiga Prefecture,Municipality_Kusatsu City,District_Aojicho,District_Higashiyagura,District_Hirai,District_Kasayama,District_Kusatsu,District_Kusatsucho,District_Minamigasahigashi,District_Minamikusatsu,District_Nishiojicho,District_Nishishibukawa,District_Noji,District_Nojicho,District_Nojihigashi,District_Nomura,District_Oiwake,District_Oiwakeminami,District_Oji,District_Shibukawa,District_Wakatakecho,District_Yabasecho,Nearest_Station_Kusatsu (Shiga),Nearest_Station_Minamikusatsu,Nearest_Station_None,Nearest_Station_Seta (Shiga),Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
