,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Hino City,District_Asahigaoka,District_Fujimachi,District_Higashihirayama,District_Higashitoyoda,District_Hinodai,District_Hinohommachi,District_Hirayama,District_Hodokubo,District_Ishida,District_Manganji,District_Minamidaira,District_Misawa,District_Mogusa,District_Oaza Arai,District_Oaza Hino,District_Oaza Miya,District_Ochikawa,District_Osakaue,District_Sakaemachi,District_Shimmachi,District_Shimmei,District_Takahata,District_Tamadaira,District_Toyoda,Nearest_Station_Hino (Tokyo),Nearest_Station_Hirayamajoshikoen,Nearest_Station_Hodokubo,Nearest_Station_Kitahachioji,Nearest_Station_Koshukaido,Nearest_Station_Manganji,Nearest_Station_Minamidaira,Nearest_Station_Mogusaen,Nearest_Station_None,Nearest_Station_Seisekisakuragaoka,Nearest_Station_Takahatafudo,Nearest_Station_Tamadobutsukoen,Nearest_Station_Toyota,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
