,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Toshima Ward,District_Chihaya,District_Higashiikebukuro,District_Ikebukuro,District_Ikebukurohoncho,District_Kamiikebukuro,District_Kanamecho,District_Kitaotsuka,District_Komagome,District_Mejiro,District_Minamiikebukuro,District_Minaminagasaki,District_Minamiotsuka,District_Nagasaki,District_Nishiikebukuro,District_Nishisugamo,District_Senkawa,District_Sugamo,District_Takada,District_Takamatsu,District_Zoshigaya,Nearest_Station_Gakushuinshita,Nearest_Station_Gokokuji,Nearest_Station_Higashiikebukuro,Nearest_Station_Higashinagasaki,Nearest_Station_Ikebukuro,Nearest_Station_Itabashi,Nearest_Station_Kanamecho,Nearest_Station_Kishibojinmae,Nearest_Station_Kitaikebukuro,Nearest_Station_Komagome,Nearest_Station_Koshinzuka,Nearest_Station_Mejiro,Nearest_Station_Mukohara (Tokyo),Nearest_Station_Nishisugamo,Nearest_Station_Ochiaiminaminagasaki,Nearest_Station_Omokagebashi,Nearest_Station_Otsuka (Tokyo),Nearest_Station_Oyama (Tokyo),Nearest_Station_Senkawa,Nearest_Station_Shiinamachi,Nearest_Station_Shimoitabashi,Nearest_Station_Shin-otsuka,Nearest_Station_Shinkoshinzuka,Nearest_Station_Sugamo,Nearest_Station_Sugamoshinden,Nearest_Station_Takadanobaba,Nearest_Station_Todenzoshigaya,Nearest_Station_Waseda (Metro),Nearest_Station_Waseda (Toden),Nearest_Station_Zoshigaya (Tokyo Metro),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LD+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
