,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,"Municipality_Kamiichi Town,Nakaniikawa County",District_Ainokishimmachi,District_Emata,District_Gokakizawa,District_Hieda,District_Higashiegami,District_Higashimachi,District_Hirono,District_Hojigase,District_Hojigaseshin,District_Hoonji,District_Jinden,District_Kakizawashin,District_Kamiaramata,District_Kamikyoden,District_Kaminakamachi,District_Mikkaichi,District_Morijiri,District_Morimotocho,District_Nakaegami,District_Nakakoizumi,District_Nishicho,District_Shimoaramata,District_Shimokyoden,District_Shoin,District_Shoinshin,District_Tachi,District_Tajimano,District_Tenjimmachi,District_Tsutsumidani,District_Wago,District_Wakasugi,District_Wakasugishin,District_Yokogoshi,District_Yokohoonji,District_Yotsubadai,District_Yunomiko,District_Yusakino,District_Yuuwano,Nearest_Station_Ainoki,Nearest_Station_Etchufunahashi,Nearest_Station_Kamiichi,Nearest_Station_Shinainoki,Nearest_Station_Shinmiyakawa,Nearest_Station_Terada (Toyama),City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
