,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Fukaya City,District_Aketo,District_Akimotocho,District_Arai,District_Arakawa,District_Chiaraijima,District_Fukaya,District_Fukayacho,District_Fusaiji,District_Hanzawashinden,District_Harago,District_Harigaya,District_Hasunuma,District_Hatakeyama,District_Hataracho,District_Higashigata,District_Higashigatacho,District_Higashionuma,District_Hitomi,District_Honda,District_Hongo,District_Horigome,District_Imaizumi,District_Inaricho,District_Inarichokita,District_Ishizuka,District_Joshikimen,District_Kamihara,District_Kamishibachohigashi,District_Kamishibachonishi,District_Kashiai,District_Kayaba,District_Kitane,District_Kokusaiji,District_Kokusaijicho,District_Kotobukicho,District_Kuroda,District_Kushibiki,District_Machida,District_Magatta,District_Midoridai,District_Midorigaoka,District_Miharashicho,District_Motosumicho,District_Musashino,District_Nagata,District_Nagazaike,District_Nakacho,District_Nakaze,District_Narizuka,District_Nishida,District_Nishijima,District_Nishijimacho,District_Nishionuma,District_Oka,District_Okabe,District_Okazato,District_Okiai,District_Omaeda,District_Orinokuchi,District_Oya,District_Sakaecho,District_Sakai,District_Sakuragaoka,District_Seyama,District_Shimotebaka,District_Shukune,District_Suganuma,District_Tadokorocho,District_Takabatake,District_Takekawa,District_Tanaka,District_Taya,District_Tenjincho,District_Tokiwacho,District_Tomori,District_Uchigashima,District_Ushirohanzawa,District_Uwanodai,District_Yamaga,District_Yamazaki,Nearest_Station_Aketo,Nearest_Station_Fukaya,Nearest_Station_Kagohara,Nearest_Station_Kumagaya,Nearest_Station_Matsuhisa,Nearest_Station_Nagata (Saitama),Nearest_Station_Okabe,Nearest_Station_Omaeda,Nearest_Station_Sakurazawa (Saitama),Nearest_Station_Takekawa,Nearest_Station_Yodo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
