,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukuoka Prefecture,"Municipality_Higashi Ward,Fukuoka City",District_Aoba,District_Chihaya,District_Doi,District_Futamataseshimmachi,District_Hakomatsu,District_Hakomatsushimmachi,District_Hakozaki,District_Hakozakifuto,District_Harada,District_Hatta,District_Higashihama,District_Kaizukadanchi,District_Kashii,District_Kashiidanchi,District_Kashiiekihigashi,District_Kashiiekimae,District_Kashiihama,District_Kashiiteriha,District_Kasumigaoka,District_Maidashi,District_Maimatsubara,District_Matsuda,District_Matsukadai,District_Matsushima,District_Matsuzaki,District_Mishimazaki,District_Mitoma,District_Miwadai,District_Mizutani,District_Nago,District_Najima,District_Nata,District_Natadanchi,District_Oaza Kamiwajiro,District_Oaza Nago,District_Otake,District_Saitozaki,District_Sharyo,District_Shimobaru,District_Shiohama,District_Tanotsu,District_Tatara,District_Tonoharu,District_Wajiro,District_Wajirogaoka,District_Wajirohigashi,District_Wakamiya,Nearest_Station_Chidori,Nearest_Station_Chihaya,Nearest_Station_Doi,Nearest_Station_Fukkodaimae,Nearest_Station_Gannosu,Nearest_Station_Hakozaki,Nearest_Station_Hakozakikyudaimae,Nearest_Station_Hakozakimiyamae,Nearest_Station_Kaizuka (Fukuoka),Nearest_Station_Kashii,Nearest_Station_Kashiijingu,Nearest_Station_Kashiikaenmae,Nearest_Station_Kashiimiyamae,Nearest_Station_Koga,Nearest_Station_Kyusandaimae,Nearest_Station_Maidashikyudaibyoinmae,Nearest_Station_Maimatsubara,Nearest_Station_Mitoma,Nearest_Station_Najima,Nearest_Station_Nata,Nearest_Station_Nishitetsuchihaya,Nearest_Station_Nishitetsukashii,Nearest_Station_None,Nearest_Station_Saitozaki,Nearest_Station_Shinguchuo,Nearest_Station_Tonoharu,Nearest_Station_Wajiro (JR),Nearest_Station_Wajiro (Nishitetsu),Nearest_Station_Yoshizuka,Nearest_Station_Yusu,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_1R+S,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
