,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,"Municipality_Minami Ward,Hiroshima City",District_Aosaki,District_Dambara,District_Dambaraminami,District_Dambarayamasaki,District_Deshio,District_Hijiyamacho,District_Hijiyamahommachi,District_Horikoshi,District_Inarimachi,District_Kamishinonomecho,District_Kin-yacho,District_Matobacho,District_Matsubaracho,District_Matsukawacho,District_Midori,District_Minamikaniya,District_Minamimachi,District_Motoujinamachi,District_Mukainadashimmachi,District_Niho,District_Nihoshimmachi,District_Nishikaniya,District_Nishikasumicho,District_Nishikojimmachi,District_Osugacho,District_Ozu,District_Shinonome,District_Shinonomehommachi,District_Tannacho,District_Ujinahigashi,District_Ujinakaigan,District_Ujinakanda,District_Ujinamiyuki,District_Ujinanishi,Nearest_Station_Danbara 1-chome,Nearest_Station_Hijiyamashita,Nearest_Station_Hiroshima,Nearest_Station_Mukainada,Nearest_Station_Nishihiroshima,Nearest_Station_Tenjingawa,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_6LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
