,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,"Municipality_Nishikyo Ward,Kyoto City",District_Arashiyamaasatsukicho,District_Arashiyamanishiichikawacho,District_Goryouchimachi,District_Kamikatsurahigashinokuchicho,District_Kamikatsuraimaicho,District_Kamikatsuramaedacho,District_Kamikatsuramaegawacho,District_Katagiharaimotoge,District_Katsuraasaharacho,District_Katsuraichinomaecho,District_Katsurainariyamacho,District_Katsurainuicho,District_Katsurakaminohigashicho,District_Katsurakaminoimaicho,District_Katsurakitatakigawacho,District_Katsuraminamitatsumicho,District_Katsurashimomamedacho,District_Katsuratokudaijikitacho,District_Kawashimaarisugawacho,District_Kawashimatamagashiracho,District_Matsumuroatagamicho,District_Matsumurooiagecho,District_Matsuodairicho,District_Oekitakutsukakecho,District_Oekutsukakecho,District_Oetsukaharacho,District_Oharanokamizatominaminocho,District_Oharanonishisakaidanicho,District_Oharanonishitakenosatocho,District_Shimotsubayashimaefukecho,District_Ushigaseminaminokuchicho,District_Ushigasenishigakicho,District_Yamadahiraocho,Nearest_Station_Arashiyama (Hankyu),Nearest_Station_Higashimuko,Nearest_Station_Kamikatsura,Nearest_Station_Katsura,Nearest_Station_Katsuragawa (Kyoto),Nearest_Station_Matsuotaisha,Nearest_Station_Nishimuko,Nearest_Station_Rakusaiguchi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_3DK+S,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
