,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Chuo Ward,Sagamihara City",District_Aioi,District_Aoba,District_Chiyoda,District_Chuo,District_Fuchinobe,District_Fuchinobehoncho,District_Fujimi,District_Higashifuchinobe,District_Hikawacho,District_Hoshigaoka,District_Kamimizo,District_Kamiyabe,District_Kanumadai,District_Komachidori,District_Koyocho,District_Kyowa,District_Minamihashimoto,District_Miyashimo,District_Miyashimohoncho,District_Oyama,District_Sagamihara,District_Seshin,District_Shimokuzawa,District_Suigotana,District_Susukinocho,District_Tana,District_Yabe,District_Yabeshincho,District_Yokodai,District_Yokoyama,District_Yokoyamadai,Nearest_Station_Banda (Kanagawa),Nearest_Station_Fuchinobe,Nearest_Station_Hashimoto (Kanagawa),Nearest_Station_Kamimizo,Nearest_Station_Kobuchi,Nearest_Station_Minamihashimoto,Nearest_Station_Odakyusagamihara,Nearest_Station_Sagamihara,Nearest_Station_Sagamiono,Nearest_Station_Tamasakai,Nearest_Station_Yabe,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
