,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,"Municipality_Minuma Ward,Saitama City",District_Fukasaku,District_Haruno,District_Haruoka,District_Higashimiyashita,District_Higashiomiya,District_Horisakicho,District_Katayanagi,District_Marugasakicho,District_Miyagayato,District_Oaza Fukasaku,District_Oaza Futtono,District_Oaza Hasunuma,District_Oaza Higashiarai,District_Oaza Higashimiyashita,District_Oaza Higashimonzen,District_Oaza Hizako,District_Oaza Kamiyamaguchishinden,District_Oaza Katayanagi,District_Oaza Kofukasaku,District_Oaza Marugasaki,District_Oaza Mikura,District_Oaza Minaminakamaru,District_Oaza Minaminakano,District_Oaza Miyagayato,District_Oaza Nakagawa,District_Oaza Niizutsumi,District_Oaza Oya,District_Oaza Someya,District_Oaza Yama,District_Owadacho,District_Shimacho,District_Someya,Nearest_Station_Higashiomiya,Nearest_Station_Kitaurawa,Nearest_Station_Konba,Nearest_Station_Nanasato,Nearest_Station_None,Nearest_Station_Omiya (Saitama),Nearest_Station_Omiyakoen,Nearest_Station_Owada (Saitama),Nearest_Station_Saitamashintoshin,Nearest_Station_Toro,Nearest_Station_Urawamisono,Nearest_Station_Yono,Nearest_Station_Yoshinohara,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
