,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Chiba Prefecture,Municipality_Inzai City,District_Funao,District_Harayama,District_Higashinohara,District_Hiraka,District_Hirakagakuendai,District_Hiraoka,District_Iwato,District_Kaguro,District_Kagurominami,District_Kasagami,District_Kikari,District_Kioroshi,District_Kioroshihigashi,District_Kioroshiminami,District_Kobayashi,District_Kobayashidaimonshita,District_Kobayashikita,District_Kobayashisengen,District_Maihime,District_Makinohara,District_Makinokido,District_Matsuzaki,District_Mise,District_Muzaigakuendai,District_Nakane,District_Nishinohara,District_Omori,District_Otsuka,District_Sakanaobokkui,District_Seto,District_Shogen,District_Sofuke,District_Takabana,District_Takefukuro,District_Takino,District_Tokamidai,District_Urabe,District_Wakahagi,District_Yoshitaka,Nearest_Station_Ajiki,Nearest_Station_Chiba New Town Chuo,Nearest_Station_Inbanihon-idai,Nearest_Station_Inzaimakinohara,Nearest_Station_Keiseishisui,Nearest_Station_Keiseiusui,Nearest_Station_Kioroshi,Nearest_Station_Kobayashi (Chiba),Nearest_Station_Shiroi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
