,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Hadano City,District_Bodai,District_Bunkyocho,District_Chimura,District_Fujimicho,District_Hagigaoka,District_Hane,District_Hassawa,District_Hibarigaoka,District_Higashitawara,District_Hirasawa,District_Honcho,District_Horikawa,District_Horinishi,District_Horiyamashita,District_Imagawacho,District_Imaizumi,District_Imaizumidai,District_Irifunecho,District_Kamiimagawacho,District_Kamiozuki,District_Kasugacho,District_Kawaramachi,District_Kitayana,District_Kominoge,District_Kotobukicho,District_Magarimatsu,District_Matsubaracho,District_Midoricho,District_Mikurube,District_Minamigaoka,District_Minamiyana,District_Minoge,District_Motomachi,District_Muromachi,District_Naganuki,District_Namikicho,District_Nishiodake,District_Nishitawara,District_Numashiroshincho,District_Ochiai,District_Ojiri,District_Saiwaicho,District_Sakaecho,District_Sakuracho,District_San-ya,District_Shibusawa,District_Shibusawakami,District_Shimizucho,District_Shimoochiai,District_Shimoozuki,District_Shincho,District_Shobu,District_Soya,District_Suehirocho,District_Suijincho,District_Suzuharicho,District_Taishincho,District_Tatenodai,District_Terayama,District_Tochikubo,District_Tokawa,District_Tsurumaki,District_Tsurumakikita,District_Tsurumakiminami,District_Wakamatsucho,District_Yanagawa,District_Yanagicho,District_Yayoicho,District_Yokono,Nearest_Station_Hadano,Nearest_Station_Hon-atsugi,Nearest_Station_Hotaruda,Nearest_Station_Isehara,Nearest_Station_Shibusawa,Nearest_Station_Shinmatsuda,Nearest_Station_Tokaidaigakumae,Nearest_Station_Tsurumakionsen,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of real estate that includes wound etc.,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
