,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Minoo City,District_Aogein,District_Aomatanihigashi,District_Aomataninishi,District_Aoshinke,District_Boshima,District_Gein,District_Hakushima,District_Hanjo,District_Hyakurakuso,District_Imamiya,District_Ina,District_Ishimaru,District_Kamitodoromi,District_Kayano,District_Makiochi,District_Minoo,District_Niina,District_Nishijuku,District_Nishishoji,District_Nyoidani,District_Oaza Aomatani,District_Onoharahigashi,District_Onoharanishi,District_Saitoaokita,District_Saitoaominami,District_Sakura,District_Sakuragaoka,District_Sakurai,District_Segawa,District_Sembahigashi,District_Sembanishi,District_Shimotodoromi,Nearest_Station_Ishibashi (Osaka),Nearest_Station_Kitasenri,Nearest_Station_Makiochi,Nearest_Station_Minoo,Nearest_Station_Saitonishi,Nearest_Station_Sakurai (Osaka),Nearest_Station_Senrichuo,Nearest_Station_Tokiwadai (Osaka),Nearest_Station_Toyokawa (Osaka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
