,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Azumino City,District_Akashinahigashikawate,District_Akashinahikaru,District_Akashinaminamirikugo,District_Akashinanakagawate,District_Akashinananaki,District_Horiganekarasugawa,District_Horiganemita,District_Hotaka,District_Hotakaariake,District_Hotakakashiwabara,District_Hotakakitahotaka,District_Hotakamaki,District_Misatomeisei,District_Misatoogura,District_Misatoyutaka,District_Toyoshina,District_Toyoshinahikaru,District_Toyoshinaminamihotaka,District_Toyoshinatakibe,District_Toyoshinatazawa,Nearest_Station_Akashina,Nearest_Station_Ariake (Nagano),Nearest_Station_Azumioiwake,Nearest_Station_Azusabashi,Nearest_Station_Hakuyacho,Nearest_Station_Hitoichiba,Nearest_Station_Hosono,Nearest_Station_Hotaka,Nearest_Station_Minamitoyoshina,Nearest_Station_Nakagaya,Nearest_Station_None,Nearest_Station_Tazawa,Nearest_Station_Toyoshina,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
