,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokushima Prefecture,Municipality_Tokushima City,District_Atake,District_Bandaicho,District_Dekijimahoncho,District_Fukushima,District_Hachimancho,District_Higashidekijimacho,District_Higashisembacho,District_Higashiyoshinocho,District_Igacho,District_Itsukicho,District_Jotocho,District_Kachidokibashi,District_Kagoyamachi,District_Kamonacho,District_Kanazawa,District_Katsuracho,District_Kawauchicho,District_Kitamaegawacho,District_Kitaokinosu,District_Kitasako1bancho,District_Kokufucho,District_Minamidekijimacho,District_Minamimaegawacho,District_Minaminakanocho,District_Minamiokinosu,District_Minamisako6bancho,District_Minamishimadacho,District_Minamishowacho,District_Minamisuehirocho,District_Minamitamiya,District_Minamiyasocho,District_Nakajosanjimacho,District_Nakamaegawacho,District_Nakashowacho,District_Nakayoshinocho,District_Nakazucho,District_Niken-yacho,District_Nishishinhamacho,District_Okinohama,District_Okinohamacho,District_Okinohamahigashi,District_Omatsucho,District_Sakaemachi,District_Sako1bancho,District_Sako3bancho,District_Sako4bancho,District_Sako5bancho,District_Sako6bancho,District_Sako8bancho,District_Shin-uchimachi,District_Shinkuracho,District_Shomachi,District_Showacho,District_Suehiro,District_Suketobashi,District_Sumiyoshi,District_Terashimahonchohigashi,District_Terashimahonchonishi,District_Tokushimacho,District_Tomidabashi,District_Tomidahama,District_Toorimachi,District_Yamashironishi,District_Yoshinohoncho,Nearest_Station_Akui,Nearest_Station_Awatomida,Nearest_Station_Bunkanomori,Nearest_Station_Chuden (Tokushima),Nearest_Station_Jizobashi,Nearest_Station_Ko (Tokushima),Nearest_Station_Kuramoto,Nearest_Station_Niken-ya,Nearest_Station_None,Nearest_Station_Sako,Nearest_Station_Tokushima,Nearest_Station_Yoshinari,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
