,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,"Municipality_Suruga Ward,Shizuoka City",District_Aoki,District_Ariakecho,District_Fujimidai,District_Furuyado,District_Hijiriisshiki,District_Hirono,District_Ikeda,District_Inagawa,District_Ishida,District_Izumicho,District_Kamata,District_Kamikawahara,District_Kitamariko,District_Kotobukicho,District_Koyocho,District_Kuniyoshida,District_Kurihara,District_Mabuchi,District_Magarikane,District_Mariko,District_Marikoserigayacho,District_Marikoshinden,District_Midorigaokacho,District_Minamiabe,District_Minamicho,District_Minamiyahatacho,District_Mise,District_Miyamotocho,District_Miyatake,District_Mizuho,District_Mochimune,District_Mochimunekoishicho,District_Mochimuneshiroyamacho,District_Momozonocho,District_Mukoshikiji,District_Mukotegoshi,District_Nakada,District_Nakadahoncho,District_Nakahara,District_Nakajima,District_Nakamuracho,District_Nakanoshinden,District_Nakayoshida,District_Nishihiramatsu,District_Nishijima,District_Nishinakahara,District_Nishiwaki,District_Oguro,District_Oshika,District_Otsubocho,District_Owada,District_Oya,District_Sekibe,District_Shikiji,District_Shimojima,District_Shimokawahara,District_Shimokawaharaminami,District_Shinkawa,District_Takamatsu,District_Tegoshi,District_Tegoshihara,District_Terada,District_Toro,District_Toshinden,District_Toyoda,District_Toyoharacho,District_Tsushimacho,District_Uto,District_Yada,District_Yahata,District_Yamato,District_Yayoicho,Nearest_Station_Abekawa,Nearest_Station_Fujikawa,Nearest_Station_Higashishizuoka,Nearest_Station_Kusanagi (JR),Nearest_Station_Mochimune,Nearest_Station_Shimizu (Shizuoka),Nearest_Station_Shizuoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,"Transactional factors_Dealings including valueless house,Dealings including private road",Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
