,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kochi Prefecture,Municipality_Shimanto City,District_Akamatsucho,District_Ekimaecho,District_Fuba,District_Gudo,District_Gudotaguro,District_Isawa,District_Kotsuka,District_Nakamuraatagomachi,District_Nakamuradomekicho,District_Nakamurahabushoji,District_Nakamurahigashimachi,District_Nakamurahigashishimomachi,District_Nakamurahommachi,District_Nakamuraichijodoori,District_Nakamurakoshomachi,District_Nakamurakyomachi,District_Nakamuramarunouchi,District_Nakamuraohashidori,District_Nakamuraohigashicho,District_Nakamurasakuramachi,District_Nakamurashimmachi,District_Nakamuratenjimbashi,District_Nakamurayamatedoori,District_Nakamurayayoicho,District_Nyuta,District_Saoka,District_Shikiji,District_Shimoda,District_Uyama,District_Uyamamotomachi,District_Uyamasatsukicho,District_Watarigawa,District_Yasunami,Nearest_Station_Gudo,Nearest_Station_Kotsuka,Nearest_Station_Nakamura,Nearest_Station_None,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
