,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Mitsuke City,District_Atsutamachi,District_Fukujimamachi,District_Futabacho,District_Gakkocho,District_Hojomachi,District_Hommachi,District_Honjo,District_Hosogoe,District_Ichinotsubomachi,District_Imamachi,District_Kamishindemmachi,District_Kuzumaki,District_Kuzumakimachi,District_Midoricho,District_Minamihommachi,District_Minezaki,District_Misatomachi,District_Motomachi,District_Myoshomachi,District_Naginomachi,District_Niigatamachi,District_Nikamachi,District_Shibanomachi,District_Shimakirikubomachi,District_Shimbomachi,District_Shimmachi,District_Shimosekimachi,District_Shogawamachi,District_Showamachi,District_Taimachi,District_Tsukimidai,District_Urushiyamamachi,District_Yanagibashimachi,Nearest_Station_Mitsuke,Nearest_Station_Oshikiri,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
