,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Kiyosu City,District_Asahi,District_Awara,District_Biwajimaekimaehigashi,District_Dokino,District_Hagino,District_Hanamizuki,District_Haruhi,District_Hasama,District_Higashisotomachi,District_Higashisukaguchi,District_Ichiba,District_Ichibafukushima,District_Ichibayumimachi,District_Jojo,District_Kiyosu,District_Nabekata,District_Nakagahara,District_Nishibiwajimachoasahi,District_Nishibiwajimachobenten,District_Nishibiwajimachodaikoku,District_Nishibiwajimachoebisu,District_Nishibiwajimachofutami,District_Nishibiwajimachohashizume,District_Nishibiwajimachohinode,District_Nishibiwajimachoizumi,District_Nishibiwajimachojikken-ura,District_Nishibiwajimachojiryo,District_Nishibiwajimachojonami,District_Nishibiwajimachokamishin,District_Nishibiwajimachokatamachi,District_Nishibiwajimachokitafutatsuiri,District_Nishibiwajimachokitayamato,District_Nishibiwajimachokobazuka,District_Nishibiwajimachokojo,District_Nishibiwajimachominamiyamato,District_Nishibiwajimachomiyamae,District_Nishibiwajimachoono,District_Nishibiwajimachooshibana,District_Nishibiwajimachootai,District_Nishibiwajimachoshimosuiri,District_Nishibiwajimachosuehiro,District_Nishibiwajimachosuiri,District_Nishibiwajimachosumiyoshi,District_Nishibiwajimachotatsushinden,District_Nishibiwajimachoton-ya,District_Nishibiwajimachoyoshino,District_Nishibiwajimachoyowa,District_Nishihorie,District_Nishiichiba,District_Nishisukaguchi,District_Nishitanaka,District_Oshima,District_Shimogahara,District_Shinkiyosu,District_Sukaguchi,District_Sukaguchiekimae,District_Sukeshichi,District_Terano,District_Toei,District_Tsuchida,Nearest_Station_Biwajima,Nearest_Station_Futatsuiri,Nearest_Station_Inazawa,Nearest_Station_Kamiotai,Nearest_Station_Kiyosu,Nearest_Station_Marunouchi,Nearest_Station_Nakaotai,Nearest_Station_Nishibiwajima,Nearest_Station_Osato,Nearest_Station_Owarihoshinomiya,Nearest_Station_Shimootai,Nearest_Station_Shinkawabashi,Nearest_Station_Shinkiyosu,Nearest_Station_Sukaguchi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
