,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gunma Prefecture,Municipality_Kiryu City,District_Aioicho,District_Eirakucho,District_Hamamatsucho,District_Higashi,District_Higashihisakatacho,District_Hiraicho,District_Hirosawacho,District_Hishimachi,District_Honcho,District_Inaricho,District_Kawauchicho,District_Kosonecho,District_Kotohiracho,District_Koumecho,District_Miharacho,District_Miyamaecho,District_Miyamotocho,District_Miyoshicho,District_Motojukucho,District_Nakamachi,District_Niisatochoakagisan,District_Niisatochoitabashi,District_Niisatochokobayashi,District_Niisatochonikkawa,District_Niisatochono,District_Niisatochookubo,District_Niisatochookuzawa,District_Niisatochotakaizumi,District_Niisatochotakei,District_Niisatochotsurugaya,District_Niisatochoyamakami,District_Nishihisakatacho,District_Nishikicho,District_Orihimecho,District_Sakainocho,District_Sakuragicho,District_Shinshuku,District_Suehirocho,District_Tenjincho,District_Tomoecho,District_Tsutsumicho,District_Umedacho,District_Yokoyamacho,Nearest_Station_Aioi,Nearest_Station_Azami,Nearest_Station_Fujiyamashita,Nearest_Station_Higashinikkawa (Gunma),Nearest_Station_Iwajuku,Nearest_Station_Kiryu,Nearest_Station_Kiryukyujomae,Nearest_Station_Maruyamashita,Nearest_Station_Niisato (Gunma),Nearest_Station_Nikkawa (Gunma),Nearest_Station_Nishikiryu,Nearest_Station_Omata (Tochigi),Nearest_Station_Shimoshinden,Nearest_Station_Shinkiryu,Nearest_Station_Tennojuku,Nearest_Station_Undokoen (Gunma),Nearest_Station_Zen,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
