,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,"Municipality_Taketoyo Town,Chita County",District_(No Address),District_Aza Hirai,District_Aza Hokoramine,District_Aza Hosei,District_Aza Ikeda,District_Aza Kanokoda,District_Aza Kitanakane,District_Aza Koyo,District_Aza Kusunoki,District_Aza Midoridai,District_Aza Nakane,District_Aza Nashinoki,District_Aza Nigasaki,District_Aza Rokkan-yama,District_Aza Sakuragaoka,District_Aza Sunagawa,District_Aza Taga,District_Aza Tenjimmae,District_Oaza Fuki,District_Oaza Higashiodaka,Nearest_Station_Age,Nearest_Station_Aoyama (Aichi),Nearest_Station_Chitataketoyo,Nearest_Station_Fuki,Nearest_Station_Higashinarawa,Nearest_Station_Taketoyo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
