,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Oume City,District_Amagasecho,District_Baigo,District_Chigasemachi,District_Daimon,District_Fujihashi,District_Fukiage,District_Futamatao,District_Hatanaka,District_Higashioume,District_Hinatawada,District_Honcho,District_Imadera,District_Imai,District_Kabemachi,District_Katsunuma,District_Kinoshita,District_Komakicho,District_Kurosawa,District_Mitake,District_Mitakehoncho,District_Morishitacho,District_Morookacho,District_Nagabuchi,District_Nakacho,District_Nariki,District_Nekabu,District_Nishiwakecho,District_Nogamicho,District_Osoki,District_Oyanacho,District_Sawai,District_Shimmachi,District_Shiobune,District_Suehirocho,District_Sumiecho,District_Takinouecho,District_Tomioka,District_Tomodamachi,District_Urajukucho,District_Wadamachi,District_Yano,District_Yugimachi,Nearest_Station_Fussa,Nearest_Station_Futamatao,Nearest_Station_Hakonegasaki,Nearest_Station_Hamura,Nearest_Station_Hanno,Nearest_Station_Higashioume,Nearest_Station_Hinatawada,Nearest_Station_Ikusabata,Nearest_Station_Ishigamimae,Nearest_Station_Kabe,Nearest_Station_Mitake,Nearest_Station_Miyanohira,Nearest_Station_Oume,Nearest_Station_Ozaku,Nearest_Station_Sawai,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
