,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,"Municipality_Nishi Ward,Hiroshima City",District_Fukushimacho,District_Furuehigashimachi,District_Furuenishimachi,District_Furueshimmachi,District_Furueue,District_Furutadai,District_Higashikanonmachi,District_Inokuchi,District_Inokuchidai,District_Inokuchimyojin,District_Inokuchisuzugadai,District_Kamitemmacho,District_Kanonhommachi,District_Kanonmachi,District_Kanonshimmachi,District_Kogokita,District_Kogominami,District_Kogonaka,District_Koihigashi,District_Koihommachi,District_Koinaka,District_Koinishimachi,District_Koiosako,District_Koiue,District_Kusatsuhamamachi,District_Kusatsuhigashi,District_Kusatsuhommachi,District_Kusatsuko,District_Kusatsuminami,District_Kusatsushimmachi,District_Kusatsuumegadai,District_Kusunokicho,District_Minamikanon,District_Minamikanonmachi,District_Misasakitamachi,District_Misasamachi,District_Mitakihommachi,District_Mitakimachi,District_Miyakomachi,District_Nakahiromachi,District_Nishikanonmachi,District_Ogawachimachi,District_Omiya,District_Oshiba,District_Ryuocho,District_Shinjocho,District_Shoko-center,District_Suzugaminecho,District_Takasu,District_Takasudai,District_Takata,District_Temmacho,District_Uchikoshicho,District_Yamadacho,District_Yamadashimmachi,District_Yamatecho,District_Yokogawacho,Nearest_Station_Akinagatsuka,Nearest_Station_Funairi-minami,Nearest_Station_Funairisaiwaicho,Nearest_Station_Furue,Nearest_Station_Higashitakasu,Nearest_Station_Hiroshima,Nearest_Station_Itsukaichi,Nearest_Station_Kusatsu (Hiroshima),Nearest_Station_Mitaki,Nearest_Station_Nishihiroshima,Nearest_Station_Shin-hakushima (JR),Nearest_Station_Shin-inokuchi,Nearest_Station_Takasu (Hiroshima),Nearest_Station_Yokogawa (Hiroshima),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including special circumstances",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
