,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Naka Ward,Yokohama City",District_Aioicho,District_Akamoncho,District_Akebonocho,District_Chitosecho,District_Chiyozakicho,District_Chojamachi,District_Fujimicho,District_Fukutomicho,District_Furocho,District_Hagoromocho,District_Hanabusacho,District_Hanasakicho,District_Hatsunecho,District_Hinodecho,District_Hommokuarai,District_Hommokucho,District_Hommokuhara,District_Hommokumakado,District_Hommokumanzaka,District_Hommokumidorigaoka,District_Hommokumiyabara,District_Hommokumotomachi,District_Hommokuosatocho,District_Hommokusannotani,District_Hommokuwada,District_Hongocho,District_Horaicho,District_Ikebukuro,District_Isezakicho,District_Ishikawacho,District_Kashiwaba,District_Kitagatacho,District_Kitanakadoori,District_Kominatocho,District_Kotobukicho,District_Mameguchidai,District_Masagocho,District_Matsukagecho,District_Minaminakadoori,District_Minatocho,District_Minosawa,District_Miyagawacho,District_Motomachi,District_Mugitacho,District_Myokojidai,District_Nakaodai,District_Negishiasahidai,District_Negishicho,District_Negishikazodai,District_Nishinoyacho,District_Nishitakenomaru,District_Nogecho,District_Ogicho,District_Ohiracho,District_Okinacho,District_Oshibadai,District_Otamachi,District_Sagiyama,District_Shin-yamashita,District_Suehirocho,District_Sueyoshicho,District_Sumiyoshicho,District_Suwacho,District_Takenomaru,District_Takinoue,District_Tateno,District_Terakubo,District_Tokiwacho,District_Tsukagoshi,District_Uchikoshi,District_Uenocho,District_Yaguchidai,District_Yamamotocho,District_Yamashitacho,District_Yamatecho,District_Yamatocho,District_Yayoicho,District_Yoshidamachi,District_Yoshihamacho,Nearest_Station_Bandobashi,Nearest_Station_Bashamichi,Nearest_Station_Hinodecho,Nearest_Station_Isezakichojamachi,Nearest_Station_Ishikawacho,Nearest_Station_Kannai,Nearest_Station_Koganecho,Nearest_Station_Motomachi/Chukagai,Nearest_Station_Negishi (Kanagawa),Nearest_Station_Nihon-Odori,Nearest_Station_Sakuragicho,Nearest_Station_Yamate,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
