,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Hirano Ward,Osaka City",District_Hiranobaba,District_Hiranohigashi,District_Hiranohommachi,District_Hiranoichimachi,District_Hiranokita,District_Hiranominami,District_Hiranomiyamachi,District_Hiranomotomachi,District_Hiranonishi,District_Hiranouemachi,District_Kamihigashi,District_Kamikita,District_Kamikuratsukuri,District_Kamiminami,District_Kaminishi,District_Kamishogakuji,District_Kire,District_Kirehigashi,District_Kirenishi,District_Nagaremachi,District_Nagayoshideto,District_Nagayoshikawanabe,District_Nagayoshinagahara,District_Nagayoshinagaharahigashi,District_Nagayoshinagaharanishi,District_Nagayoshirokutan,District_Nishiwaki,District_Setoguchi,District_Uriwari,District_Uriwarihigashi,District_Uriwariminami,District_Uriwarinishi,Nearest_Station_Deto,Nearest_Station_Harinakano,Nearest_Station_Hirano (JR),Nearest_Station_Hirano (Osaka Metro),Nearest_Station_Kami,Nearest_Station_Kireuriwari,Nearest_Station_Kizuri-Kamikita,Nearest_Station_Komagawanakano,Nearest_Station_Kyuhoji,Nearest_Station_Minamitatsumi,Nearest_Station_Nagahara (Osaka),Nearest_Station_None,Nearest_Station_Shinkami,Nearest_Station_Tanabe,Nearest_Station_Tobushijomae,Nearest_Station_Yaominami,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
