,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Tama Ward,Kawasaki City",District_Fuda,District_Higashiikuta,District_Higashimita,District_Ikuta,District_Kuriya,District_Masugata,District_Minamiikuta,District_Mita,District_Nagao,District_Nagasawa,District_Nakanoshima,District_Nishiikuta,District_Noborito,District_Noboritoshimmachi,District_Seki,District_Shukugawara,District_Suge,District_Sugebamba,District_Sugeinadazutsumi,District_Sugekitaura,District_Sugenotoro,District_Sugesengoku,District_Sugeshiroshita,District_Teraodai,Nearest_Station_Ikuta (Kanagawa),Nearest_Station_Inadazutsumi,Nearest_Station_Keioinadazutsumi,Nearest_Station_Keioyomiuri Land,Nearest_Station_Kuji,Nearest_Station_Kurihira,Nearest_Station_Kurokawa (Kanagawa),Nearest_Station_Mukogaokayuen,Nearest_Station_Nakanoshima,Nearest_Station_Noborito,Nearest_Station_Saginuma,Nearest_Station_Shin-yurigaoka,Nearest_Station_Shukugawara,Nearest_Station_Yanokuchi,Nearest_Station_Yomiuri Land Mae,Nearest_Station_Yurigaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings between related objects",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
