,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Okayama Prefecture,Municipality_Kurashiki City,District_Achi,District_Bakurocho,District_Chayamachi,District_Chuo,District_Hamamachi,District_Hashima,District_Hinodecho,District_Hirata,District_Hiroe,District_Horinan,District_Inarimachi,District_Iwamicho,District_Kanda,District_Kawanishimachi,District_Kitahamacho,District_Kojimaajino,District_Kotobukicho,District_Matsushima,District_Minamimachi,District_Nakashima,District_Nakasho,District_Nishitomii,District_Obitaka,District_Oimatsucho,District_Saiwaicho,District_Sasaoki,District_Shijuse,District_Shimosho,District_Shinkurashikiekimae,District_Showa,District_Tamashimatsumasaki,District_Tanoue,District_Toba,District_Tsurajima,District_Tsurugata,Nearest_Station_Chayamachi,Nearest_Station_Fukui (Okayama),Nearest_Station_Kojima,Nearest_Station_Kurashiki,Nearest_Station_Kyujomae (Okayama),Nearest_Station_Mizushima,Nearest_Station_Nakasho,Nearest_Station_Nishiachi,Nearest_Station_Nishitomii,Nearest_Station_Niwase,Nearest_Station_Sakae (Okayama),Nearest_Station_Shinkurashiki,Nearest_Station_Tokiwa (Okayama),Nearest_Station_Yayoi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
