,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kumamoto Prefecture,"Municipality_Higashi Ward,Kumamoto City",District_Hanatate,District_Hattanda,District_Higashihommachi,District_Higashimachi,District_Higashino,District_Hotakubo,District_Hotakubohommachi,District_Ishiwara,District_Kengun,District_Kengunhommachi,District_Nagaminehigashi,District_Nagamineminami,District_Nagaminenishi,District_Nishibaru,District_Nishikigaoka,District_Nuyamazu,District_Omine,District_Onoue,District_Sadowara,District_Shinhoka,District_Shinnabe,District_Shinsei,District_Tsukide,District_Wakaba,District_Yamanouchi,Nearest_Station_Hikarinomori,Nearest_Station_Kengunmachi,Nearest_Station_Musashizuka,Nearest_Station_None,Nearest_Station_Shinsuizenji,Nearest_Station_Suizenji,Nearest_Station_Tatsutaguchi,Nearest_Station_Tokaigakuenmae,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
