,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,"Municipality_Kasamatsu Town,Hashima County",District_Asahimachi,District_Dendai,District_Egawa,District_Enjoji,District_Higashikanaikecho,District_Higashimiyacho,District_Kadoma,District_Kamihommachi,District_Kamiyanagawacho,District_Kemmachi,District_Kitaoyobi,District_Komeno,District_Mikasadoori,District_Miyagawacho,District_Monzencho,District_Mudoji,District_Nagaike,District_Nakagawacho,District_Nakajimmachi,District_Nakano,District_Naramachi,District_Nishimachi,District_Nishimiyacho,District_Sakuramachi,District_Shimohommachi,District_Shimojimmachi,District_Shimoyanagawacho,District_Shoeicho,District_Tennocho,District_Tsukasamachi,District_Tsukimicho,District_Yanagiharacho,District_Yuurakucho,Nearest_Station_Kasamatsu,Nearest_Station_Nishikasamatsu,Nearest_Station_Yanaizu (Gifu),City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
