,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aomori Prefecture,Municipality_Misawa City,District_Aza Furumagiyama,District_Chiyodacho,District_Chuocho,District_Fukaya,District_Furumagi,District_Hanazonocho,District_Higashicho,District_Higashiokamisawa,District_Hinode,District_Hirahata,District_Horiguchi,District_Izumicho,District_Kamikubo,District_Kasugadai,District_Maetai,District_Matsuzonocho,District_Midoricho,District_Minamicho,District_Minamiyama,District_Minohara,District_Mukawame,District_Oaza Inuotose,District_Oaza Misawa,District_Okamisawa,District_Omachi,District_Otsu,District_Sabishiro,District_Saiwaicho,District_Sakaecho,District_Sakuracho,District_Satsukigaoka,District_Shikanaka,District_Shimmori,District_Shimokubo,District_Shincho,District_Shiogama,Nearest_Station_Misawa (Aomori),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
