,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Okagaki Town,Onga County",District_Asahidai,District_Asahiminami,District_Chuodai,District_Ebitsu,District_Ebitsuekimae,District_Ebitsuekiminami,District_Higashikoyo,District_Higashimatsubara,District_Higashitakakura,District_Higashiyamada,District_Koendori,District_Koyodai,District_Matsugadai,District_Minamikoyo,District_Nabeta,District_Noma,District_Oaza Ebitsu,District_Oaza Hara,District_Oaza Hatsu,District_Oaza Jobata,District_Oaza Kuroyama,District_Oaza Miyoshi,District_Oaza Nukazuka,District_Oaza Takakura,District_Oaza Teno,District_Oaza Togiri,District_Oaza Utsura,District_Oaza Yoshiki,District_Sakuradai,District_Yamadatoge,District_Yoshikihigashi,District_Yoshikinishi,District_Yurigaoka,Nearest_Station_Ebitsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
