,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Chiyoda Ward,District_Fujimi,District_Gobancho,District_Hayabusacho,District_Higashikanda,District_Hirakawacho,District_Ichibancho,District_Iidabashi,District_Iwamotocho,District_Kandaawajicho,District_Kandahigashikon-yacho,District_Kandahigashimatsushitacho,District_Kandaizumicho,District_Kandajimbocho,District_Kandamisakicho,District_Kandamitoshirocho,District_Kandaneribeicho,District_Kandanishikicho,District_Kandaogawamachi,District_Kandasakumacho,District_Kandasarugakucho,District_Kandasudacho,District_Kandasurugadai,District_Kandatacho,District_Kandatomiyamacho,District_Kandatsukasamachi,District_Kojimachi,District_Kudamminami,District_Kudankita,District_Nagatacho,District_Nibancho,District_Nishikanda,District_Rokubancho,District_Sambancho,District_Sotokanda,District_Uchikanda,District_Yombancho,Nearest_Station_Akihabara,Nearest_Station_Asakusabashi,Nearest_Station_Awajicho,Nearest_Station_Bakurocho,Nearest_Station_Bakuroyokoyama,Nearest_Station_Hanzomon,Nearest_Station_Ichigaya,Nearest_Station_Iidabashi,Nearest_Station_Iwamotocho,Nearest_Station_Jinbocho,Nearest_Station_Kanda (Tokyo),Nearest_Station_Kodenmacho,Nearest_Station_Kojimachi,Nearest_Station_Kudanshita,Nearest_Station_Nagatacho,Nearest_Station_Ochanomizu,Nearest_Station_Ogawamachi (Tokyo),Nearest_Station_Otemachi (Tokyo),Nearest_Station_Shin-ochanomizu,Nearest_Station_Shinnihonbashi,Nearest_Station_Suehirocho (Tokyo),Nearest_Station_Suidobashi,Nearest_Station_Takebashi,Nearest_Station_Tameikesanno,Nearest_Station_Yotsuya,Nearest_Station_Yushima,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1K+S,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_1R+S,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
