,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ibaraki Prefecture,Municipality_Naka City,District_Fukuda,District_Godai,District_Higashikinokura,District_Hirano,District_Iida,District_Kashima,District_Konosu,District_Minamisakaide,District_Motokomezaki,District_Mukoyama,District_Nakadai,District_Nakazato,District_Nishikinokura,District_Nukadakitago,District_Nukadaminamigo,District_Shimoedo,District_Shimooga,District_Sugaya,District_Sugi,District_Takenouchi,District_To,District_Toyobami,District_Tozaki,District_Tsuda,District_Tsutsumi,District_Urizura,District_Yokobori,Nearest_Station_Godai,Nearest_Station_Hitachikonosu,Nearest_Station_Hitachitsuda,Nearest_Station_Kamisugaya,Nearest_Station_Minamisakaide,Nearest_Station_Nakasugaya,Nearest_Station_Nukada (Ibaraki),Nearest_Station_Sawa,Nearest_Station_Shimosugaya,Nearest_Station_Shizu,Nearest_Station_Tokai,Nearest_Station_Urizura,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
