,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nara Prefecture,Municipality_Yamatotakada City,District_Akebonocho,District_Asahikitacho,District_Asahiminamicho,District_Dongo,District_Eiwacho,District_Higashimikuradocho,District_Higashinaka,District_Hinodecho,District_Hinodehigashihommachi,District_Imazatocho,District_Isonocho,District_Isonohigashicho,District_Isonokitacho,District_Isonominamicho,District_Isonoshimmachi,District_Jinraku,District_Kandacho,District_Kasugacho,District_Katashiocho,District_Kitahommachi,District_Kitakatashiocho,District_Kuranomiyacho,District_Minamihommachi,District_Minamiimazatocho,District_Nakaimazatocho,District_Nakamikurado,District_Nan-yocho,District_Nishimachi,District_Nishimikurado,District_Oaza Akiyoshi,District_Oaza Arii,District_Oaza Dongo,District_Oaza Fujinomori,District_Oaza Higashinaka,District_Oaza Ichiba,District_Oaza Ide,District_Oaza Ikeda,District_Oaza Ikejiri,District_Oaza Isono,District_Oaza Jinraku,District_Oaza Kajime,District_Oaza Nenarigaki,District_Oaza Nishibojo,District_Oaza Noguchi,District_Oaza Okazaki,District_Oaza Okuda,District_Oaza Onaka,District_Oaza Otani,District_Oaza Soone,District_Oaza Tai,District_Oaza Takada,District_Oaza Tsukiyama,District_Oaza Yoshii,District_Ohigashicho,District_Onakaminamicho,District_Saiwaicho,District_Sakaemachi,District_Sanwacho,District_Showacho,District_Soone,District_Taishimmachi,District_Uchihommachi,District_Zaimokucho,Nearest_Station_Bojo,Nearest_Station_Gojo (Nara),Nearest_Station_Gose,Nearest_Station_JR Goido,Nearest_Station_Kanahashi,Nearest_Station_Matsuzuka,Nearest_Station_Shakudo,Nearest_Station_Takada (Nara),Nearest_Station_Takadashi,Nearest_Station_Tsukiyama,Nearest_Station_Ukiana,Nearest_Station_Yamatoshinjo,Nearest_Station_Yamatotakada,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
