,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Niigata Prefecture,"Municipality_Chuo Ward,Niigata City",District_Abumi,District_Abuminishi,District_Akashi,District_Amigawara,District_Asahimachidoori,District_Bandai,District_Benten,District_Bunkyocho,District_Dekijima,District_Furumachidoori,District_Futabacho,District_Gakkochodori,District_Hanazono,District_Higashiboridoori,District_Higashiborimaedoori,District_Higashidekijima,District_Higashinakadoori,District_Higashiodori,District_Higashisaiwaicho,District_Hinode,District_Honchodoori,District_Horinouchi,District_Horinouchiminami,District_Ichibamboridooricho,District_Igakuchodoori,District_Kamiokawamaedori,District_Kamiomi,District_Kamitokoro,District_Kandoji,District_Kawabatacho,District_Kawagishicho,District_Koshi,District_Meike,District_Meikekamiyama,District_Meikeminami,District_Minamidekijima,District_Minamihamadoori,District_Minamisasaguchi,District_Minamiyokoboricho,District_Misakicho,District_Mizushimacho,District_Motoumakoshi,District_Nagaminemachi,District_Nishiboridoori,District_Nishiborimaedoori,District_Nishiminatomachidoori,District_Nishiohatacho,District_Nishiumayajimacho,District_Nuttarihigashi,District_Omi,District_Saiwaicho,District_Saiwainishi,District_Sakuragicho,District_Sanwacho,District_Sasaguchi,District_Sekinamicho,District_Sekishin,District_Sekiyakanabachiyamacho,District_Sekiyaokawamae,District_Sekiyashimmachidoori,District_Sekiyashimokawaracho,District_Sekiyatamachi,District_Shichikuyama,District_Shimookawamaedori,District_Shimotokorojima,District_Shinanomachi,District_Shinkocho,District_Shinwa,District_Tenjin,District_Terauradoori,District_Toyano,District_Wagocho,District_Yachiyo,District_Yayoicho,District_Yoneyama,District_Yoriicho,Nearest_Station_Echigoishiyama,Nearest_Station_Hakusan (Niigata),Nearest_Station_Kameda,Nearest_Station_Niigata,Nearest_Station_None,Nearest_Station_Sekiya (Niigata),Nearest_Station_Toyosaka,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
