,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shiga Prefecture,Municipality_Maibara City,District_Asahi,District_Asazumachikuma,District_Azusakawachi,District_Bamba,District_Buma,District_Fujikawa,District_Godo,District_Higuchi,District_Ibuki,District_Ichiba,District_Ikeshita,District_Iogi,District_Irie,District_Iso,District_Isshiki,District_Kamiitanami,District_Kaseno,District_Kashiwabara,District_Kawanami,District_Kitagata,District_Maihara,District_Miyoshi,District_Muragi,District_Muraida,District_Nagaoka,District_Nagasawa,District_Nakatara,District_Noishiki,District_Notose,District_Oshika,District_Sakaguchi,District_Samegai,District_Shimotara,District_Shinjo,District_Shiori,District_Sugisawa,District_Suijo,District_Takaban,District_Takamizo,District_Tawada,District_Temma,District_Ueno,District_Ukano,District_Umegahara,District_Umegaharasakae,District_Yamamuro,District_Yotsugi,Nearest_Station_Kashiwabara (Shiga),Nearest_Station_Maibara,Nearest_Station_Ominagaoka,Nearest_Station_Sakata,Nearest_Station_Samegai,Nearest_Station_Tamura,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
