,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kumamoto Prefecture,"Municipality_Minami Ward,Kumamoto City",District_Chikami,District_Egoe,District_Hirata,District_Idenakama,District_Mawatari,District_Minamitakae,District_Tainoshima,District_Tamukae,Nearest_Station_Heisei,Nearest_Station_Kawashiri,Nearest_Station_Kumamoto,Nearest_Station_Minamikumamoto,Nearest_Station_Nishi-Kumamoto,Nearest_Station_Shinsuizenji,Layout_2LDK,Layout_3LDK,Layout_4LDK,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
