,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Teine Ward,Sapporo City",District_Akebono10jo,District_Akebono11jo,District_Akebono12jo,District_Akebono1jo,District_Akebono2jo,District_Akebono3jo,District_Akebono4jo,District_Akebono5jo,District_Akebono6jo,District_Akebono7jo,District_Akebono8jo,District_Akebono9jo,District_Asukaze,District_Hoshioki1jo,District_Hoshioki2jo,District_Hoshioki3jo,District_Hoshiokiminami,District_Inaho1jo,District_Inaho2jo,District_Inaho3jo,District_Inaho4jo,District_Inaho5jo,District_Kanayama1jo,District_Kanayama2jo,District_Kanayama3jo,District_Maeda10jo,District_Maeda11jo,District_Maeda12jo,District_Maeda13jo,District_Maeda1jo,District_Maeda2jo,District_Maeda3jo,District_Maeda4jo,District_Maeda5jo,District_Maeda6jo,District_Maeda7jo,District_Maeda8jo,District_Maeda9jo,District_Nishimiyanosawa1jo,District_Nishimiyanosawa2jo,District_Nishimiyanosawa3jo,District_Nishimiyanosawa4jo,District_Nishimiyanosawa5jo,District_Nishimiyanosawa6jo,District_Shinhassamu1jo,District_Shinhassamu2jo,District_Shinhassamu3jo,District_Shinhassamu4jo,District_Shinhassamu5jo,District_Shinhassamu6jo,District_Shinhassamu7jo,District_Teinehoncho1jo,District_Teinehoncho2jo,District_Teinehoncho3jo,District_Teinehoncho4jo,District_Teinehoncho5jo,District_Teineyamaguchi,District_Tomioka1jo,District_Tomioka2jo,District_Tomioka3jo,District_Tomioka4jo,District_Tomioka5jo,District_Tomioka6jo,Nearest_Station_Hassamu,Nearest_Station_Hoshimi,Nearest_Station_Hoshioki,Nearest_Station_Inaho,Nearest_Station_Inazumikoen,Nearest_Station_Miyanosawa,Nearest_Station_Teine,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings between related objects",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
