,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Yamanashi Prefecture,Municipality_Kofu City,District_Aioi,District_Aobacho,District_Aonuma,District_Asahi,District_Choshojimachi,District_Chuo,District_Ise,District_Joto,District_Kamiishida,District_Kawadamachi,District_Kitaguchi,District_Kokubo,District_Kugawahoncho,District_Marunouchi,District_Minamiguchicho,District_Miyamaecho,District_Motokon-yamachi,District_Osatocho,District_Saiwaicho,District_Sakaori,District_Satoyoshi,District_Shimoiida,District_Shimoishida,District_Sumiyoshi,District_Takabatake,District_Takara,District_Takeda,District_Tokugyo,District_Tomitake,District_Wakamatsucho,District_Yumura,District_Zenkoji,Nearest_Station_Isawaonsen,Nearest_Station_Kaisumiyoshi,Nearest_Station_Kanente,Nearest_Station_Kofu,Nearest_Station_Kokubo,Nearest_Station_Minamikofu,Nearest_Station_Sakaori,Nearest_Station_Zenkoji,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
