,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,Municipality_Mishima City,District_(No Address),District_Aoki,District_Araya,District_Asahigaoka,District_Bunkyocho,District_Daiba,District_Fujibirejji,District_Fujimidai,District_Fujishirocho,District_Fuyodai,District_Hagi,District_Hatsunedai,District_Hattabata,District_Higashicho,District_Higashidaiba,District_Higashihoncho,District_Higashiitchoda,District_Hikarigaoka,District_Hinodecho,District_Hirokojicho,District_Honcho,District_Ichibancho,District_Itchoda,District_Izumicho,District_Kamo,District_Kamogawacho,District_Kawaharagaya,District_Kayamachi,District_Kitazawa,District_Kiyozumicho,District_Kobaracho,District_Kotobukicho,District_Matsugaoka,District_Matsumoto,District_Midoricho,District_Minamicho,District_Minamifutsukamachi,District_Minamihoncho,District_Minamitamachi,District_Misono,District_Mitsuyashinden,District_Miyoshicho,District_Nagabuse,District_Naka,District_Nakajima,District_Nakatamachi,District_Nishihoncho,District_Nishikigaoka,District_Nishiwakacho,District_Omiyacho,District_Sakaecho,District_Sankeidai,District_Sano,District_Sanomiharashidai,District_Sawaji,District_Semmaibara,District_Shibahoncho,District_Taishacho,District_Tamagawa,District_Tamazawa,District_Taro,District_Tokura,District_Tomitamachi,District_Umena,District_Yanagigochi,District_Yasuhisa,District_Yata,Nearest_Station_Daiba,Nearest_Station_Izunitta,Nearest_Station_Kannami,Nearest_Station_Mishima,Nearest_Station_Mishimafutsukamachi,Nearest_Station_Mishimahirokoji,Nearest_Station_Mishimatamachi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
