,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kagoshima Prefecture,Municipality_Kagoshima City,District_Arata,District_Chuocho,District_Daikokucho,District_Dairyucho,District_Funatsucho,District_Harara,District_Hararacho,District_Higashikoorimotocho,District_Higashisengokucho,District_Hiranocho,District_Horiecho,District_Ikenouecho,District_Inaricho,District_Izumicho,District_Jonancho,District_Josei,District_Kajiyacho,District_Kamihommachi,District_Kamoike,District_Kamoikeshimmachi,District_Kasugacho,District_Komatsubara,District_Koorimoto,District_Koorimotocho,District_Koraicho,District_Kotsukicho,District_Masagohommachi,District_Matsubaracho,District_Meiwa,District_Murasakibaru,District_Nagatacho,District_Nagayoshi,District_Nanrinjicho,District_Nishida,District_Nishisakamotocho,District_Nishisengokucho,District_Ogawacho,District_Sakuragaoka,District_Sanwacho,District_Seiryo,District_Shimizucho,District_Shimoarata,District_Shimoishiki,District_Shin-eicho,District_Shin-yashikicho,District_Shinshoincho,District_Shiroyamacho,District_Somuta,District_Sumiyoshicho,District_Tagami,District_Take,District_Takeoka,District_Tamazatocho,District_Taniyamachuo,District_Tempozancho,District_Tenokuchicho,District_Terukunicho,District_Tokiwa,District_Toso,District_Uearatacho,District_Uenosonocho,District_Usuki,District_Yakushi,District_Yamanokuchicho,District_Yamashitacho,District_Yanagimachi,District_Yojiro,District_Yoshinocho,Nearest_Station_Hinatayama,Nearest_Station_Jigenji,Nearest_Station_Kagoshima,Nearest_Station_Kagoshimachuo,Nearest_Station_Kamishioya,Nearest_Station_Korimoto (JR),Nearest_Station_Minamikagoshima,Nearest_Station_Minamikagoshimaekimae,Nearest_Station_Namidabashi,Nearest_Station_Nichudori,Nearest_Station_Nikenjaya (Kagoshima),Nearest_Station_None,Nearest_Station_Sasanuki,Nearest_Station_Taniyama (JR),Nearest_Station_Taniyama (Shiden),Nearest_Station_Usuki,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_7DK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
