,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okayama Prefecture,Municipality_Tsuyama City,District_Ayabe,District_Fukuda,District_Fukudashimo,District_Fukuwatarimachi,District_Haida,District_Haidamachi,District_Higashiichinomiya,District_Hikami,District_Hirafuku,District_Hommachi,District_Innosho,District_Ippo,District_Jingo,District_Kajimachi,District_Kamigawara,District_Katsube,District_Kawanabe,District_Kawasaki,District_Kitamachi,District_Kitazonocho,District_Kojiro,District_Kokubunji,District_Kumekawaminami,District_Kusakabe,District_Kyomachi,District_Minamigatanaka,District_Minamimachi,District_Minamishinza,District_Minomachi,District_Miyabeshimo,District_Miyao,District_Momiho,District_Motouomachi,District_Nakabara,District_Nakagitakami,District_Nakagitashimo,District_Nakamura,District_Nakashima,District_Nara,District_Nihombara,District_Niinohigashi,District_Ninomiya,District_Nishinaka,District_Nishishimmachi,District_Nishiteramachi,District_Nishiyoshida,District_Nokeda,District_Nomura,District_Numa,District_Obara,District_Oda,District_Odanaka,District_Oshiire,District_Otani,District_Otemachi,District_Sange,District_Sara,District_Satokumon,District_Shiboi,District_Shimotakakurahigashi,District_Shinshokunimmachi,District_Shitobe,District_Showamachi,District_Soja,District_Suginomiya,District_Takanohongo,District_Takanoyamanishi,District_Tamachi,District_Teppomachi,District_Togawamachi,District_Tsubakikoge,District_Tsuboishimo,District_Tsuyamaguchi,District_Uenocho,District_Uryubara,District_Yaide,District_Yamakita,District_Yasui,District_Yayoicho,District_Yokoyama,District_Yukikita,District_Yukishimo,Nearest_Station_Higashitsuyama,Nearest_Station_Innosho,Nearest_Station_Mimasakaosaki,Nearest_Station_Mimasakasendai,Nearest_Station_Mimasakatakio,Nearest_Station_Sarayama,Nearest_Station_Takano (Okayama),Nearest_Station_Tsuboi,Nearest_Station_Tsuyama,Nearest_Station_Tsuyamaguchi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
