,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Nishi Ward,Yokohama City",District_Akamoncho,District_Azumagaoka,District_Chuo,District_Fujidanacho,District_Goshoyamacho,District_Hamamatsucho,District_Hanasakicho,District_Higashikubocho,District_Hiranuma,District_Isecho,District_Kasumigaoka,District_Kitakaruizawa,District_Kitasaiwai,District_Kubocho,District_Kusunokicho,District_Minamikaruizawa,District_Minamisaiwai,District_Minamisengencho,District_Miyagaya,District_Miyazakicho,District_Motokubocho,District_Nishitobecho,District_Oimatsucho,District_Okano,District_Sakainotani,District_Sakuragicho,District_Sengencho,District_Sengendai,District_Tobecho,District_Tobehoncho,Nearest_Station_Gumyoji (Keikyu),Nearest_Station_Hinodecho,Nearest_Station_Hiranumabashi,Nearest_Station_Hodogaya,Nearest_Station_Koganecho,Nearest_Station_Minamiota,Nearest_Station_Mitsuzawakamicho,Nearest_Station_Mitsuzawashimocho,Nearest_Station_Nishiyokohama,Nearest_Station_Sakuragicho,Nearest_Station_Takashimacho,Nearest_Station_Tennocho,Nearest_Station_Tobe,Nearest_Station_Yokohama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
