,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Asahi Ward,Yokohama City",District_Futamatagawa,District_Higashikibogaoka,District_Hommuracho,District_Honjukucho,District_Ichizawacho,District_Imagawacho,District_Imajuku,District_Imajukucho,District_Imajukuhigashicho,District_Imajukuminamicho,District_Imajukunishicho,District_Kamikawaicho,District_Kamishirane,District_Kamishiranecho,District_Kanegaya,District_Kashiwacho,District_Kawaihoncho,District_Kawaishukucho,District_Kawashimacho,District_Kirigasaku,District_Makigahara,District_Minamihonjukucho,District_Minamikibogaoka,District_Nakakibogaoka,District_Nakao,District_Nakashirane,District_Nakazawa,District_Nishikawashimacho,District_Otakacho,District_Sachigaoka,District_Santandacho,District_Sasanodai,District_Shikimidai,District_Shimokawaicho,District_Shirane,District_Tsuokacho,District_Tsurugamine,District_Tsurugaminehoncho,District_Zembucho,Nearest_Station_Futamatagawa,Nearest_Station_Higashitotsuka,Nearest_Station_Hoshikawa (Kanagawa),Nearest_Station_Kamihoshikawa,Nearest_Station_Kibogaoka,Nearest_Station_Minamimachida,Nearest_Station_Minamimakigahara,Nearest_Station_Mitsukyo,Nearest_Station_Nakayama (Kanagawa),Nearest_Station_Nishiya,Nearest_Station_None,Nearest_Station_Ryokuentoshi,Nearest_Station_Seya,Nearest_Station_Suzukakedai,Nearest_Station_Tennocho,Nearest_Station_Tokaichiba (Kanagawa),Nearest_Station_Tsurugamine,Nearest_Station_Wadamachi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
