,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamaguchi Prefecture,Municipality_Iwakuni City,District_Asahimachi,District_Fujumachi,District_Hirata,District_Hozumachi,District_Imazumachi,District_Iwakuni,District_Katsuramachi,District_Kawaguchimachi,District_Kawanishi,District_Kawashimomachi,District_Kugamachi,District_Kuroisomachi,District_Kurumamachi,District_Kusunokimachi,District_Marifumachi,District_Midoromachi,District_Mikasamachi,District_Minamiiwakunimachi,District_Misho,District_Monzemmachi,District_Motomachi,District_Muronokimachi,District_Nagano,District_Nakazumachi,District_Nishimi,District_Ogimachi,District_Ozumachi,District_Sekido,District_Shimminatomachi,District_Showamachi,District_Shozokumachi,District_Shutomachikamikubara,District_Shutomachikawakami,District_Shutomachinishinagano,District_Shutomachisasugawa,District_Shutomachishimokubara,District_Shutomachishimosudori,District_Shutomachisoo,District_Shutomachiyoda,District_Sunayamamachi,District_Tada,District_Tateishimachi,District_Tsuzu,District_Ushinoyamachi,District_Yamatemachi,District_Yokoyama,District_Yumachikita,District_Yuumachi,District_Yuumachichidorigaoka,District_Yuumachichuo,District_Yuumachiminami,District_Yuumachiminamioki,District_Yuumachiminato,District_Yuumachinishi,District_Yuumachishinto,District_Yuumachiyuusaki,Nearest_Station_Fuju,Nearest_Station_Iwakuni,Nearest_Station_Kawanishi (Yamaguchi),Nearest_Station_Kinmeiji,Nearest_Station_Kojiro (Yamaguchi),Nearest_Station_Kuga,Nearest_Station_Minamiiwakuni,Nearest_Station_Nishiiwakuni,Nearest_Station_Seiryu-shin-iwakuni,Nearest_Station_Shin-iwakuni,Nearest_Station_Suotakamori,Nearest_Station_Tsuzu,Nearest_Station_Waki,Nearest_Station_Yonekawa,Nearest_Station_Yu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
