,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Kakogawa City,District_Befucho,District_Befuchohommachi,District_Befuchonishiwaki,District_Befuchoshinobekitamachi,District_Heisocho,District_Higashikankicho,District_Hiraokacho,District_Hiraokachoishikihigashi,District_Hiraokachoishikinishi,District_Hiraokachoshinzaike,District_Kakogawacho,District_Kamisocho,District_Kamisochomiyakodai,District_Kannocho,District_Kannochofukudome,District_Kannochoishimori,District_Nishikankicho,District_Noguchicho,District_Noguchichosakamotokita,District_Onoecho,District_Onoechoasahi,District_Onouechoyota,District_Saijoyamate,District_Shikatacho,District_Shinkanno,District_Yahatacho,District_Yamate,District_Yonedacho,Nearest_Station_Befu (Hyogo),Nearest_Station_Hamanomiya,Nearest_Station_Harimacho,Nearest_Station_Higashikakogawa,Nearest_Station_Hioka,Nearest_Station_Hoden,Nearest_Station_Kakogawa,Nearest_Station_Kanno,Nearest_Station_Onoenomatsu,Nearest_Station_Takasago (Hyogo),Nearest_Station_Tsuchiyama,Nearest_Station_Yakujin,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
