,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Fukuchiyama City,District_Aragahigashimachi,District_Asahigaoka,District_Atsuhigashimachi,District_Atsunakaton-yacho,District_Aza Araga,District_Aza Atsu,District_Aza Daimon,District_Aza Ebara,District_Aza Hagiwara,District_Aza Handa,District_Aza Haze,District_Aza Hazumaki,District_Aza Ikebe,District_Aza Imayasu,District_Aza Izaki,District_Aza Kannonji,District_Aza Kawagita,District_Aza Maeda,District_Aza Maki,District_Aza Muro,District_Aza Nakano,District_Aza Osada,District_Aza Shinjo,District_Aza Shomyoji,District_Aza Toda,District_Aza Tsuchi,District_Aza Ueno,District_Aza Wakudera,District_Aza Wakuichi,District_Ekimaecho,District_Ekinancho,District_Hazemiyamachi,District_Hazeshimmachi,District_Higashihagocho,District_Higashihiranocho,District_Hirominecho,District_Imojimachi,District_Isa,District_Iwaishimmachi,District_Kamikoyamachi,District_Kamishimmachi,District_Kashinokidai,District_Kikyogaoka,District_Kitahiranocho,District_Kitahommachi,District_Komabashimmachi,District_Kyomachi,District_Maedashimmachi,District_Midorigaokacho,District_Minamihombori,District_Minamihoncho,District_Nagamachi,District_Naiki,District_Nakasakacho,District_Nishihiranocho,District_Nishimachi,District_Oaza Hooji,District_Oaza Innai,District_Oechoamadauchi,District_Oechobito,District_Oechofutamata,District_Oechokomori,District_Oechonatsuma,District_Oechotadewara,District_Oikezakacho,District_Okanouemachi,District_Sasooshimmachi,District_Shimokoyamachi,District_Showashimmachi,District_Suehirocho,District_Sunagomachi,District_Wakuichicho,District_Yuuhigaoka,Nearest_Station_Aragakashinokidai,Nearest_Station_Fukuchiyama,Nearest_Station_Fukuchiyamashiminbyoinguchi,Nearest_Station_Futamata,Nearest_Station_Gujo,Nearest_Station_Isa (Kyoto),Nearest_Station_Kamikawaguchi,Nearest_Station_Maki (Kyoto),Nearest_Station_Oe (Kyoto),Nearest_Station_Oekokomae,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
