,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,Municipality_Kawanishi City,District_Chuocho,District_Hagihara,District_Hanayashiki,District_Hanayashikiyamatecho,District_Higashitada,District_Higashiuneno,District_Hirano,District_Ishimichi,District_Kamo,District_Keyakizaka,District_Koyodai,District_Kushiro,District_Marunouchicho,District_Maruyamadai,District_Midoridai,District_Minamihanayashiki,District_Mino,District_Obana,District_Obe,District_Sakaemachi,District_Seiwadaihigashi,District_Seiwadainishi,District_Shinden,District_Tadasakuragi,District_Takiyamacho,District_Terahata,District_Tsuzumigataki,District_Yato,Nearest_Station_Hibarigaokahanayashiki,Nearest_Station_Hirano (Hyogo),Nearest_Station_Kawanishiikeda,Nearest_Station_Kawanishinoseguchi,Nearest_Station_Kitaitami,Nearest_Station_Nisseichuo,Nearest_Station_Tada (Hyogo),Nearest_Station_Takiyama,Nearest_Station_Tsuzumigataki,Nearest_Station_Uneno,Nearest_Station_Yamashita (Hyogo),Layout_1LDK,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
