,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Minami Ward,Nagoya City",District_Akatsubocho,District_Chuji,District_Daidocho,District_Dotokukitamachi,District_Hakuuncho,District_Hamadacho,District_Higashimatabeecho,District_Himurocho,District_Hirako,District_Honjocho,District_Hoshizaki,District_Iwatocho,District_Kakeage,District_Kamimatsucho,District_Kanamecho,District_Kasaderacho,District_Kasubatacho,District_Kikusumi,District_Kitagashiracho,District_Kitauchicho,District_Kusunokicho,District_Matsushitacho,District_Meiji,District_Minamino,District_Miyoshicho,District_Motohoshizakicho,District_Motosakuradacho,District_Motoshibatahigashimachi,District_Motoshibatanishimachi,District_Motoshiocho,District_Myoencho,District_Nakawaricho,District_Naruhamacho,District_Naruo,District_Nishisakuracho,District_Ogidacho,District_Ohoricho,District_Oisotoori,District_Sakuradai,District_Sakurahommachi,District_Sakushitacho,District_Shibacho,District_Shibatahontoori,District_Shiodacho,District_Shioyacho,District_Shiroshitacho,District_Soikecho,District_Sotoyama,District_Sunakuchicho,District_Taitoritoori,District_Takiharucho,District_Tangotoori,District_Terabetoori,District_Tobecho,District_Torisu,District_Toyoda,District_Tsurumitoori,District_Tsurusatocho,District_Tsutsumicho,District_Tsutsumiokoshicho,District_Uchidabashi,District_Wakakusacho,District_Yajiecho,District_Yayoicho,District_Yobitsugi,District_Yobitsugimotomachi,District_Yutaka,Nearest_Station_Aratamabashi,Nearest_Station_Daidocho,Nearest_Station_Dotoku,Nearest_Station_Horita (Nagoyashiei),Nearest_Station_Kasadera,Nearest_Station_Motohoshizaki,Nearest_Station_Motokasadera,Nearest_Station_Myoondori,Nearest_Station_Oe (Aichi),Nearest_Station_Sakura (Aichi),Nearest_Station_Sakurahonmachi,Nearest_Station_Shibata,Nearest_Station_Tenmacho,Nearest_Station_Toyodahonmachi,Nearest_Station_Tsurusato,Nearest_Station_Yobitsugi,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5DK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
