,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Chiba Prefecture,Municipality_Togane City,District_Araoi,District_Daikata,District_Doniwa,District_Fukutawara,District_Futamata,District_Gokurakuji,District_Gumyo,District_Higashiiwasaki,District_Higashikamijuku,District_Higashinaka,District_Higashinakajima,District_Higashishinshuku,District_Hirose,District_Hishinuma,District_Hiyoshidai,District_Horiage,District_Horinouchi,District_Ichinofukuro,District_Ienoko,District_Isagoze,District_Kamimuzata,District_Katoku,District_Kawaba,District_Kiminomorihigashi,District_Kitanokoya,District_Koda,District_Konumata,District_Maenouchi,District_Mamezaku,District_Matsunogo,District_Mikado,District_Mikajiri,District_Minamikamijuku,District_Miya,District_Nakano,District_Ninofukuro,District_Nishifukutawara,District_Nishinaka,District_Ono,District_Onumata,District_Oshihori,District_Sekishita,District_Sekiuchi,District_Shimomuzata,District_Shimoya,District_Shuku,District_Shuzo,District_Susukishima,District_Taki,District_Takisawa,District_Tama,District_Tanaka,District_Tannoo,District_Togane,District_Tonomawari,District_Uwaya,District_Yamada,District_Yamaguchi,District_Yasakadai,District_Yokojima,District_Yui,Nearest_Station_Fukutawara,Nearest_Station_Gumyo,Nearest_Station_Hyuga,Nearest_Station_None,Nearest_Station_Oami,Nearest_Station_Togane,Nearest_Station_Yachimata,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
