,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,Municipality_Yamato City,District_Chuo,District_Chuorinkan,District_Chuorinkannishi,District_Daikan,District_Fukami,District_Fukamidai,District_Fukamihigashi,District_Fukaminishi,District_Fukuda,District_Kamisoyagi,District_Kamiwada,District_Minamirinkan,District_Nishitsuruma,District_Rinkan,District_Sakuramori,District_Shibuya,District_Shimosoyagi,District_Shimotsuruma,District_Shimowada,District_Soyagi,District_Tsukimino,District_Tsuruma,District_Yamatohigashi,District_Yamatominami,District_Yanagibashi,Nearest_Station_Chogo,Nearest_Station_Chuorinkan,Nearest_Station_Ebina,Nearest_Station_Kozashibuya,Nearest_Station_Minamirinkan,Nearest_Station_Sagamiotsuka,Nearest_Station_Sakuragaoka,Nearest_Station_Tsukimino,Nearest_Station_Tsuruma,Nearest_Station_Yamato (Kanagawa),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5DK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
