,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,"Municipality_Tarumi Ward,Kobe City",District_Aoyamadai,District_Asahigaoka,District_Asatanicho,District_Babadoori,District_Chidorigaoka,District_Chiyogaoka,District_Fukuda,District_Goryocho,District_Goshikiyama,District_Higashimaikocho,District_Higashitarumi,District_Higashitarumicho,District_Hiraiso,District_Hontamon,District_Hoshigaoka,District_Hyuga,District_Izumigaoka,District_Kaigandoori,District_Kamitakamaru,District_Kariguchidai,District_Kasumigaoka,District_Kawahara,District_Kitamaiko,District_Koyo,District_Kozukadai,District_Kozukadaihigashi,District_Kozukayama,District_Kozukayamahommachi,District_Kozukayamate,District_Maikodai,District_Maikozaka,District_Maitamonhigashi,District_Maitamonnishi,District_Manabigaoka,District_Minamitamondai,District_Miyamadai,District_Miyamotocho,District_Mizugaoka,District_Mizuhodoori,District_Momoyamadai,District_Myodanicho,District_Nakamichi,District_Nakata,District_Nishimaiko,District_Nishiwaki,District_Nodadoori,District_Oiden,District_Omachi,District_Otogi,District_Sakagami,District_Seigencho,District_Seiryodai,District_Shimizudoori,District_Shimizugaoka,District_Shimohatacho,District_Shinryodai,District_Shinwadai,District_Shiomigaoka,District_Shioyacho,District_Shioyadai,District_Shioyakitamachi,District_Shirogayama,District_Shofuudai,District_Takamaru,District_Tamoncho,District_Tamondai,District_Tennoshitacho,District_Tsutsujigaoka,District_Utashikiyama,District_Yamate,Nearest_Station_Asagiri,Nearest_Station_Gakuentoshi,Nearest_Station_Higashitarumi,Nearest_Station_Ikawadani,Nearest_Station_Kasumigaoka (Hyogo),Nearest_Station_Maiko,Nearest_Station_Myodani,Nearest_Station_Myohoji (Hyogo),Nearest_Station_Nishimaiko,Nearest_Station_San-yoshioya,Nearest_Station_San-yotarumi,Nearest_Station_Shioya (Hyogo),Nearest_Station_Sogoundokoen,Nearest_Station_Suma,Nearest_Station_Takinochaya,Nearest_Station_Tarumi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings including private road,Dealings including special circumstances",Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
