,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,Municipality_Toyohashi City,District_Akebonocho,District_Asahihommachi,District_Azumadacho,District_Fujisawacho,District_Funaharacho,District_Hanadacho,District_Hanadaichibancho,District_Haneicho,District_Haneinishimachi,District_Hashiracho,District_Hashiragobancho,District_Hatchodoori,District_Higashiiwata,District_Higashikoikecho,District_Higashiodakano,District_Higashiodawaracho,District_Higashishimmachi,District_Higashiwaki,District_Hirokoji,District_Iharacho,District_Kamidemmacho,District_Kaminowacho,District_Kinutacho,District_Kitajimacho,District_Kitayamacho,District_Koikecho,District_Komukaicho,District_Kusamacho,District_Maedacho,District_Maedaminamimachi,District_Makinocho,District_Minamikoikecho,District_Minamisakaecho,District_Minowacho,District_Mukaiyamacho,District_Murocho,District_Nakagocho,District_Nakaiwata,District_Nakanocho,District_Nakanomachi,District_Nishiiwata,District_Nishikimachi,District_Nishiodakano,District_Nishiodawaracho,District_Ohashidoori,District_Otemachi,District_Sato,District_Sekiyacho,District_Shimmeicho,District_Shimojicho,District_Shinhommachi,District_Shinonomecho,District_Shinsakaecho,District_Shiozakicho,District_Tachibanacho,District_Tomimotocho,District_Tsutsujigaoka,District_Uenocho,District_Uomachi,District_Ushikawacho,District_Ushikawadoori,District_Yatooricho,District_Yayoicho,District_Yoshikawacho,District_Yuurakucho,Nearest_Station_Aichidaigakumae,Nearest_Station_Funamachi,Nearest_Station_Koike,Nearest_Station_Minamisakae,Nearest_Station_Shimoji,Nearest_Station_Takashi,Nearest_Station_Toyohashi,Nearest_Station_Toyohashikoenmae,Nearest_Station_Undokoenmae (Aichi),Nearest_Station_Yagyubashi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_6DK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
