,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shiga Prefecture,Municipality_Takashima City,District_Adogawachoaoyagi,District_Adogawachochuo,District_Adogawachogobanryo,District_Adogawachokamikoga,District_Adogawachokamiogawa,District_Adogawachokawashima,District_Adogawachokitafunaki,District_Adogawachominamifunaki,District_Adogawachominamikoga,District_Adogawachonagao,District_Adogawachonishiyurugi,District_Adogawachoshimoogawa,District_Adogawachosuehiro,District_Adogawachotanaka,District_Adogawachotokiwagi,District_Adogawachoyokoe,District_Haido,District_Imazuchofukashimizu,District_Imazuchohamabun,District_Imazuchohiokimae,District_Imazuchohirokawa,District_Imazuchoimazu,District_Imazuchokatsura,District_Imazuchokitoge,District_Imazuchominamishimbo,District_Imazuchonakanuma,District_Imazuchonakoji,District_Imazuchootomo,District_Imazuchootomodaimon,District_Imazuchosanami,District_Imazuchoshimohirobe,District_Imazuchoshoyodai,District_Imazuchosumiyoshi,District_Imazuchoumehara,District_Kamo,District_Kamogawadaira,District_Katsuno,District_Makinochochinai,District_Makinochohiruguchi,District_Makinochoishiba,District_Makinochokaizu,District_Makinochonakasho,District_Makinochonishihama,District_Makinochoonuma,District_Makinochosawa,District_Makinochoshimbo,District_Makinochotakagihama,District_Makinochoterakubo,District_Makinochotsuji,District_Nagata,District_Noda,District_Otowa,District_Shin-asahichoaiba,District_Shin-asahichoasahi,District_Shin-asahichofukamizo,District_Shin-asahichoharie,District_Shin-asahichokitabata,District_Shin-asahichokumanomoto,District_Shin-asahichoota,District_Shin-asahichoshinjo,District_Shin-asahichowarasono,District_Shin-asahichoyasuigawa,Nearest_Station_Adogawa,Nearest_Station_Makino,Nearest_Station_Omiimazu,Nearest_Station_Ominakasho,Nearest_Station_Omitakashima,Nearest_Station_Shin-asahi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
