,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Akita Prefecture,Municipality_Noshiro City,District_(No Address),District_Aobamachi,District_Aramachi,District_Asanai,District_Chuwa,District_Detohommachi,District_Futatsuimachi,District_Futatsuimachiniageba,District_Futatsuimachinibuna,District_Goshinammachi,District_Hamadoorimachi,District_Hanazonocho,District_Hannyamachi,District_Hatamachi,District_Higashimachi,District_Hiyama,District_Hiyoshimachi,District_Honokise,District_Kairagefuchi,District_Kamimachi,District_Kawabatamachi,District_Kawatogawa,District_Keirimmachi,District_Makabechi,District_Matsumimachi,District_Meijimachi,District_Midorimachi,District_Minamimotomachi,District_Motomachi,District_Mukainoshiro,District_Nishidoorimachi,District_Noshiromachi,District_Ochiai,District_Ogida,District_Omachi,District_Otemachi,District_Sakaemachi,District_Seisukemachi,District_Shonammachi,District_Suehiromachi,District_Sumiyoshimachi,District_Tomimachi,District_Toorimachi,District_Wakamatsucho,District_Yanagimachi,Nearest_Station_Futatsui,Nearest_Station_Higashinoshiro,Nearest_Station_Kitakanaoka,Nearest_Station_Moritake,Nearest_Station_Mukainoshiro,Nearest_Station_Noshiro,Nearest_Station_Tsurugata,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
