,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,"Municipality_Chuo Ward,Kumamoto City",District_Anseimachi,District_Chuogai,District_Daniyamahommachi,District_Ezu,District_Hachiojimachi,District_Hagiwaramachi,District_Hakuzan,District_Hanabatacho,District_Harutakemachi Oaza Harutake,District_Heisei,District_Honjo,District_Hotakubo,District_Izumi,District_Jotomachi,District_Juzenji,District_Kamibayashimachi,District_Kamikyozukamachi,District_Kamisuizenji,District_Kawabatamachi,District_Kitasendambatamachi,District_Kokaihommachi,District_Kokubu,District_Kokubuhommachi,District_Kosen,District_Kotohira,District_Kotohirahommachi,District_Koyaimamachi,District_Koyamachi,District_Kuhonji,District_Kurokami,District_Kuwamizu,District_Kuwamizuhommachi,District_Kyomachi,District_Kyomachihoncho,District_Minamikumamoto,District_Minamisendambatamachi,District_Minamitsuboimachi,District_Motoyama,District_Motoyamamachi,District_Mukaemachi,District_Myotaijimachi,District_Nakatojimmachi,District_Obiyama,District_Oe,District_Oehommachi,District_Okadamachi,District_Rempeicho,District_Saburo,District_Sakuramachi,District_Shimasaki,District_Shimmachi,District_Shimotoori,District_Shin-oe,District_Shin-yashiki,District_Shinshigai,District_Sugawaramachi,District_Suidocho,District_Suizenji,District_Suizenjikoen,District_Toroku,District_Tsuboi,District_Uchitsuboimachi,District_Yakuencho,District_Yayoicho,District_Yokote,District_Yoyasumachi,Nearest_Station_Fujisakigumae,Nearest_Station_Hanabatacho,Nearest_Station_Heisei,Nearest_Station_Kamikumamoto,Nearest_Station_Kitakumamoto,Nearest_Station_Kumamoto,Nearest_Station_Kurokamimachi,Nearest_Station_Minamikumamoto,Nearest_Station_Miyoshi,Nearest_Station_None,Nearest_Station_Shinsuizenji,Nearest_Station_Suizenji,Nearest_Station_Tatsutaguchi,Nearest_Station_Tokaigakuenmae,Nearest_Station_Tsuboigawakoen,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
