,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Ogori City,District_Asumi,District_Fukudo,District_Furue,District_Futamori,District_Gion,District_Hikata,District_Inayoshi,District_Kamiiwata,District_Kaminishiajisaka,District_Koitai,District_Matsuzaki,District_Mikunigaoka,District_Misuzugaoka,District_Misuzunomori,District_Mitsusawa,District_Mitsuyuki,District_Nozomigaoka,District_Ogoori,District_Oho,District_Oitai,District_Ozaki,District_Rikitake,District_Shimoiwata,District_Shimonishiajisaka,District_Terafukudo,District_Tsuko,District_Yamaguma,District_Yasaka,District_Yokoguma,Nearest_Station_Ajisaka,Nearest_Station_Amagi (Amagitetsudo),Nearest_Station_Haruda (Fukuoka),Nearest_Station_Hatama,Nearest_Station_Imaguma,Nearest_Station_Keyakidai,Nearest_Station_Matsuzaki (Fukuoka),Nearest_Station_Mikunigaoka,Nearest_Station_Mitsusawa (Fukuoka),Nearest_Station_Nishitachiarai,Nearest_Station_Nishitetsuogori,Nearest_Station_Ogori (Fukuoka),Nearest_Station_Oho,Nearest_Station_Oitai,Nearest_Station_Tsuko,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
