,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Aioi City,District_Aioi,District_Akasaka,District_Aobadai,District_Asahi,District_Chihirocho,District_Furuike,District_Furuikehommachi,District_Futaba,District_Hikarigaoka,District_Ikenouchi,District_Kakiuchicho,District_Koyodai,District_Kuga,District_Kugahommachi,District_Midorigaoka,District_Nabahigashihommachi,District_Nabahommachi,District_Nabanishihommachi,District_Nabano,District_Nabaohamacho,District_Nose,District_Oishicho,District_Oshimacho,District_Otanicho,District_Sagata,District_Sakaemachi,District_Shiomidai,District_Sugaharacho,District_Wakasanocho,District_Yamasakicho,District_Yamate,District_Yanocho,Nearest_Station_Aioi (Hyogo),Nearest_Station_Nishiaioi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
