,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,"Municipality_Konan Ward,Niigata City",District_Agano,District_Akanegaoka,District_Akebonocho,District_Amano,District_Asahi,District_Eguchi,District_Fukurozu,District_Funatoyama,District_Hayadori,District_Higashifunaba,District_Higashihoncho,District_Hiraga,District_Hosoyama,District_Ibukino,District_Inaba,District_Izumicho,District_Josho,District_Joyama,District_Kamedaazumacho,District_Kamedahoncho,District_Kamedakoyo,District_Kamedamidoricho,District_Kamedanakajima,District_Kamedaotsuki,District_Kamedashimmeicho,District_Kamedasuidocho,District_Kamedayotsugoya,District_Kamiwada,District_Kase,District_Kitayama,District_Kitsu,District_Kosugi,District_Maigata,District_Marugata,District_Maruyama,District_Maruyamanouchizennojogumi,District_Motomachi,District_Naoriyama,District_Nihongi,District_Nishimachi,District_Obuchi,District_Ogizone,District_Sakayacho,District_Sanae,District_Sanjooka,District_Satsukicho,District_Shimohayadori,District_Shumoku,District_Sogawa,District_Sonoki,District_Soumi,District_Sunaoka,District_Suwa,District_Tokorojima,District_Uguisu,District_Umemidai,District_Yokogoshichuo,District_Yokogoshihigashicho,District_Yokogoshikamicho,District_Yokogoshikawanecho,Nearest_Station_Higashiniigata,Nearest_Station_Kameda,Nearest_Station_Kobari,Nearest_Station_Niigata,Nearest_Station_None,Nearest_Station_Ogata,Nearest_Station_Ogikawa,Nearest_Station_Sekiya (Niigata),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
