,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukushima Prefecture,Municipality_Koriyama City,District_(No Address),District_Akagimachi,District_Asahi,District_Asaka,District_Asakamachihidenoyama,District_Atagomachi,District_Aza Hiuchida,District_Bizendate,District_Choja,District_Ekimae,District_Fukazawa,District_Fukuyamamachikubota,District_Fukuyamamachiyatsuyamada,District_Haga,District_Hayama,District_Hishidamachi,District_Hohatsucho,District_Hosonumamachi,District_Ikenodai,District_Kaisei,District_Kameda,District_Koharada,District_Kuwano,District_Momomidai,District_Motomachi,District_Mukaigawaramachi,District_Namiki,District_Nanatsuikemachi,District_Nishinouchi,District_Omachi,District_Otsukimachi,District_Saikon,District_Sakaemachi,District_Sakuragi,District_Sakuta,District_Shima,District_Shimizudai,District_Shimmeicho,District_Toramarumachi,District_Tsurumidan,District_Tsutsumi,District_Tsutsumishitamachi,District_Wakabacho,District_Yamanemachi,District_Zukei,Nearest_Station_Asakanagamori,Nearest_Station_Koriyama (Fukushima),Nearest_Station_None,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
