,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Higashikurume City,District_Chuocho,District_Daimoncho,District_Gakuencho,District_Hachimancho,District_Hibarigaokadanchi,District_Higashihoncho,District_Honcho,District_Kanayamacho,District_Koyama,District_Maesawa,District_Minamicho,District_Minamisawa,District_Nobidome,District_Saiwaicho,District_Shimosato,District_Shinhocho,District_Shinkawacho,District_Takiyama,District_Yanagikubo,District_Yayoi,Nearest_Station_Hanakoganei,Nearest_Station_Hibarigaoka (Tokyo),Nearest_Station_Higashikurume,Nearest_Station_Kiyose,Nearest_Station_Kodaira,Nearest_Station_Shin-akitsu,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
